vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V103,3.4,MiddleEast-Asia,Mumbai,Sea,0.2,2.42,0
V103,5.11,US-Asia,New York,Road,7.34,1.69,1
V106,6.15,Europe-US,Berlin,Rail,4.18,3.94,1
V105,9.11,Europe-US,Dubai,Road,5.25,7.67,1
V105,5.1,Europe-US,New York,Sea,1.15,9.39,1
V101,5.01,Asia-Europe,Berlin,Sea,9.92,4.27,1
V101,0.5,Africa-Europe,Berlin,Air,3.02,7.74,0
V104,0.35,Europe-US,Mumbai,Sea,6.35,4.7,0
V106,5.51,MiddleEast-Asia,Singapore,Road,5.81,2.95,1
V105,4.38,US-Asia,Shanghai,Air,7.85,7.39,1
V102,8.39,MiddleEast-Asia,New York,Sea,2.94,7.98,1
V103,1.61,Asia-Europe,New York,Air,7.56,2.03,0
V101,0.25,Asia-Europe,New York,Air,3.83,3.05,0
V103,4.49,MiddleEast-Asia,Berlin,Rail,4.11,4.95,1
V103,2.37,Africa-Europe,Mumbai,Air,6.73,1.87,0
V104,0.5,Asia-Europe,Berlin,Air,7.84,9.29,1
V105,7.25,Asia-Europe,Berlin,Sea,6.67,5.91,1
V101,1.12,MiddleEast-Asia,Singapore,Road,9,1.21,0
V103,6.08,Asia-Europe,Dubai,Road,2.85,1.84,0
V101,2.81,Africa-Europe,Mumbai,Sea,9.01,9.54,1
V102,1.73,Africa-Europe,New York,Road,1.31,7.38,0
V104,3.8,Africa-Europe,Shanghai,Air,6.6,7.34,1
V102,8.01,US-Asia,New York,Rail,5.48,0.72,1
V101,3.92,Africa-Europe,Berlin,Air,4.95,8.95,1
V101,7.51,Africa-Europe,Mumbai,Air,3.11,4.44,1
V105,1.25,US-Asia,Mumbai,Rail,5.04,6.6,1
V103,7.73,Europe-US,Mumbai,Sea,1.62,9.6,1
V103,2.37,Asia-Europe,Dubai,Air,3.69,1,0
V102,6.77,Africa-Europe,New York,Air,0.99,4.82,1
V104,5.66,Asia-Europe,Dubai,Sea,5.72,0.5,0
V106,9.29,MiddleEast-Asia,Singapore,Air,0.96,5,1
V103,3.87,Asia-Europe,Shanghai,Air,1.6,2.52,0
V105,0.66,US-Asia,Singapore,Road,0.85,9.11,0
V102,0.19,Asia-Europe,Berlin,Sea,3.81,3.98,0
V102,8.27,Asia-Europe,Dubai,Air,8.42,6.34,1
V106,5.25,Asia-Europe,Dubai,Air,9.07,8.6,1
V105,7.75,Europe-US,Singapore,Rail,0.72,9.84,1
V104,2.34,Europe-US,Berlin,Rail,6.35,5.04,1
V105,3.45,MiddleEast-Asia,Mumbai,Rail,6.84,4.56,1
V104,0.3,US-Asia,Berlin,Air,5.34,0.76,0
V105,9.61,Asia-Europe,New York,Air,6.67,0.13,1
V105,6.68,Asia-Europe,Singapore,Rail,2.34,6.09,1
V101,9.33,Asia-Europe,Berlin,Road,4.9,0.65,1
V102,2.65,Asia-Europe,Mumbai,Road,3.91,3.8,0
V105,6.11,Europe-US,Berlin,Road,0.9,0.04,0
V106,6.78,MiddleEast-Asia,Dubai,Road,6.26,6.15,1
V105,3.18,Africa-Europe,Shanghai,Sea,4.95,4.25,0
V103,8.48,US-Asia,Dubai,Rail,2.75,1.27,0
V102,9.47,Asia-Europe,Shanghai,Air,4.74,2.96,1
V103,8.85,MiddleEast-Asia,Berlin,Rail,7.75,5.7,1
V102,7.39,Africa-Europe,New York,Road,8.02,6.57,1
V103,2.77,MiddleEast-Asia,Berlin,Air,6.5,4.62,1
V105,2.82,Europe-US,Mumbai,Sea,4.68,8.04,1
V105,9.63,Africa-Europe,Berlin,Rail,5.76,1.12,1
V101,0.1,MiddleEast-Asia,Shanghai,Air,3.85,0.85,0
V106,7.16,Europe-US,Dubai,Air,1.27,0.44,0
V103,7.06,MiddleEast-Asia,New York,Road,3.86,5.36,1
V104,6.23,MiddleEast-Asia,Berlin,Road,5.3,7.06,1
V101,9.9,Africa-Europe,Berlin,Rail,5.99,1.31,1
V103,3.12,Europe-US,Dubai,Sea,9.36,6.39,1
V103,3.4,Asia-Europe,New York,Air,7.77,4.77,1
V101,0.79,US-Asia,Singapore,Road,1.52,9.87,0
V105,4.43,Africa-Europe,Berlin,Rail,1.74,7.17,1
V103,2.61,Europe-US,Berlin,Road,1,6.57,0
V105,3.43,MiddleEast-Asia,Singapore,Rail,7.38,5.7,1
V101,8.35,Europe-US,Shanghai,Road,7.06,9.97,1
V105,9.35,US-Asia,Shanghai,Sea,9.86,9.8,1
V102,1.86,US-Asia,Mumbai,Air,5.22,5.38,0
V104,3.73,Asia-Europe,Dubai,Road,8.26,4.55,1
V103,9.29,Asia-Europe,New York,Air,5.76,4.62,1
V106,0.62,US-Asia,Berlin,Rail,8.74,4.28,1
V104,0.92,Africa-Europe,Berlin,Sea,7.21,5.31,1
V105,1.63,Africa-Europe,Mumbai,Air,6.43,2.74,0
V103,5.95,MiddleEast-Asia,Berlin,Road,5.65,9.27,1
V105,1.5,Asia-Europe,Dubai,Air,7.23,4.9,1
V102,9.68,MiddleEast-Asia,Mumbai,Air,4.2,8.42,1
V101,4.47,Asia-Europe,Dubai,Rail,0.97,4.75,0
V103,5.02,US-Asia,Mumbai,Sea,0.4,7.18,1
V102,2.47,Africa-Europe,Berlin,Sea,4.79,3.37,0
V102,4.71,Africa-Europe,Mumbai,Air,5.99,6.25,1
V103,6.62,US-Asia,Shanghai,Air,0.79,4.98,0
V105,7.51,MiddleEast-Asia,New York,Rail,2.87,3.67,1
V106,7.54,MiddleEast-Asia,Berlin,Air,3.22,8.82,1
V102,5.78,Europe-US,Singapore,Rail,5.63,1.13,1
V104,9.04,Asia-Europe,New York,Sea,2.78,4.87,1
V102,8.17,MiddleEast-Asia,Berlin,Sea,0.96,1.94,0
V106,7.57,US-Asia,New York,Rail,1.65,8.61,1
V105,0.56,MiddleEast-Asia,Shanghai,Air,1.74,2.53,0
V105,0.07,Africa-Europe,New York,Sea,8.43,6.33,1
V104,2.12,Asia-Europe,Mumbai,Road,2.84,1.66,0
V102,6.64,Europe-US,New York,Rail,7.15,4.05,1
V105,4.11,Asia-Europe,Berlin,Sea,5.68,8.99,1
V106,4.02,Africa-Europe,Singapore,Sea,9.77,1.66,1
V103,8.85,Africa-Europe,Singapore,Sea,2.73,6.63,1
V101,8.96,Africa-Europe,Dubai,Road,1.58,2.05,1
V101,9.09,Africa-Europe,New York,Road,0.52,4.16,1
V101,3.14,US-Asia,Singapore,Road,2.41,5.41,0
V102,6.91,Europe-US,New York,Air,6.84,5.77,1
V104,2.72,Africa-Europe,Singapore,Rail,0.85,6.03,0
V105,1.91,Africa-Europe,New York,Air,2.45,6.4,0
V103,1.85,MiddleEast-Asia,Berlin,Road,8.55,2.72,1
V106,3.42,Europe-US,New York,Rail,5.83,4.01,1
V103,4.3,Asia-Europe,Berlin,Air,0.7,0.37,0
V106,8.31,Europe-US,Berlin,Air,0.48,7.69,1
V102,1.2,Europe-US,Dubai,Air,0.61,8.37,0
V101,7.35,Europe-US,Singapore,Road,9.42,1.99,1
V102,5.31,Africa-Europe,Mumbai,Sea,8.5,2.01,1
V104,2.88,Africa-Europe,Berlin,Rail,8.45,0.42,0
V104,4.93,US-Asia,Singapore,Road,9.24,9.7,1
V106,3,Asia-Europe,Shanghai,Rail,5.05,8.07,1
V105,5.96,MiddleEast-Asia,New York,Road,2.47,3.61,0
V105,4.34,Europe-US,Shanghai,Air,4.01,4.82,1
V106,1.64,Asia-Europe,New York,Air,7.19,2.92,0
V104,1.17,Asia-Europe,Dubai,Sea,8.76,5.97,1
V104,5.47,US-Asia,Berlin,Sea,4.35,7.17,1
V104,9.02,MiddleEast-Asia,Mumbai,Rail,5.35,4.47,1
V102,3.44,Europe-US,Berlin,Sea,9.32,8.74,1
V104,7.33,MiddleEast-Asia,New York,Sea,1.07,5.17,1
V103,6.59,US-Asia,Mumbai,Rail,8.62,1.44,1
V101,9.32,Africa-Europe,Berlin,Road,1.59,6.22,1
V104,8.21,Asia-Europe,Mumbai,Sea,4.84,4.62,1
V106,5.67,Europe-US,New York,Road,2.18,9.36,1
V101,6.57,Africa-Europe,Dubai,Air,6.03,3.92,1
V102,8.98,US-Asia,Dubai,Sea,5.59,4.03,1
V106,4,MiddleEast-Asia,Berlin,Air,3.8,6.51,1
V101,3.27,Asia-Europe,Shanghai,Air,8.63,5.27,1
V106,0.11,Europe-US,New York,Road,6.6,3.74,0
V102,8.27,Africa-Europe,Berlin,Rail,7.21,9.9,1
V103,8.01,Africa-Europe,Berlin,Sea,1.51,3.02,1
V102,1.04,Asia-Europe,Dubai,Road,8.83,2.78,1
V102,5.77,MiddleEast-Asia,Mumbai,Rail,1.67,8.64,1
V106,4.64,US-Asia,New York,Air,2.23,0.03,0
V105,1.19,MiddleEast-Asia,Mumbai,Sea,1.28,2.01,0
V104,9.81,MiddleEast-Asia,Singapore,Air,4.4,5.9,1
V104,2.15,MiddleEast-Asia,Singapore,Air,8.88,1.62,1
V103,0.67,Asia-Europe,New York,Sea,2.52,9.86,1
V103,5.95,Asia-Europe,Shanghai,Rail,3.74,4.64,1
V104,7.39,US-Asia,Singapore,Rail,8.46,5.97,1
V105,0.32,MiddleEast-Asia,Dubai,Sea,6.18,1.6,0
V104,6.59,Asia-Europe,Shanghai,Sea,7.52,2.89,1
V105,5.32,US-Asia,Berlin,Road,2.14,6.15,1
V103,1.03,US-Asia,Singapore,Road,7.16,5.5,1
V101,1.73,MiddleEast-Asia,Dubai,Air,2.28,7.84,0
V106,5.68,Europe-US,Berlin,Sea,9.87,2.69,1
V103,2.96,MiddleEast-Asia,Shanghai,Rail,5.6,6.54,1
V103,9.38,Europe-US,New York,Air,6.96,2.91,1
V102,8.19,US-Asia,Berlin,Air,1.18,5.87,1
V102,9.84,Asia-Europe,Mumbai,Air,2.51,6.05,1
V102,2.6,Africa-Europe,New York,Air,1.4,1.22,0
V106,9.7,US-Asia,New York,Rail,3.9,5.49,1
V102,4.31,Asia-Europe,Shanghai,Air,2.84,0.12,0
V105,3.48,US-Asia,Shanghai,Sea,7.33,5.01,1
V104,0.5,MiddleEast-Asia,Dubai,Road,1.09,6.98,0
V101,0.53,Europe-US,Dubai,Rail,7.52,0.73,0
V103,6.92,US-Asia,Mumbai,Sea,0.46,9.39,1
V105,4.58,Asia-Europe,New York,Sea,2.02,4.59,0
V101,2.27,MiddleEast-Asia,Mumbai,Sea,7.92,9.38,1
V105,6.14,Africa-Europe,Mumbai,Road,7.43,1.07,1
V105,2.53,MiddleEast-Asia,Shanghai,Road,4.76,9.5,1
V103,5.78,Europe-US,Mumbai,Road,0.5,1.09,0
V104,3.59,MiddleEast-Asia,Mumbai,Sea,6.1,4.61,1
V102,8.24,Africa-Europe,Berlin,Road,4.07,9.38,1
V106,8.21,Asia-Europe,Dubai,Air,3.17,2.33,1
V104,4.77,US-Asia,Dubai,Road,6.4,0.35,0
V106,3.51,Europe-US,New York,Rail,4.37,7.93,1
V103,3.63,Africa-Europe,Dubai,Sea,0.92,5.96,0
V103,8.06,Europe-US,Singapore,Sea,9.16,5.14,1
V103,3.28,MiddleEast-Asia,New York,Air,7.78,0.34,0
V101,2.09,Europe-US,Berlin,Road,0.56,6.53,0
V106,0.85,Africa-Europe,Dubai,Road,5.25,1.72,0
V104,4.67,US-Asia,Berlin,Rail,0.83,9.31,1
V104,4.82,US-Asia,Dubai,Air,8.37,6.86,1
V105,8.41,Europe-US,Dubai,Rail,6.13,7.07,1
V105,2.21,Asia-Europe,Berlin,Rail,1.72,2.33,0
V105,3.81,Europe-US,Mumbai,Sea,0.21,8.81,1
V103,8.08,MiddleEast-Asia,Mumbai,Sea,0.32,5.38,1
V104,8.24,US-Asia,Mumbai,Road,5.07,8.57,1
V106,3.85,US-Asia,Singapore,Road,7.34,2.71,1
V103,4.59,US-Asia,Mumbai,Rail,1.21,7.55,1
V101,3.03,Asia-Europe,Dubai,Road,2.21,5.75,0
V105,9.33,Asia-Europe,Shanghai,Rail,3.27,0.48,1
V103,1.19,Africa-Europe,Berlin,Road,2.18,4.05,0
V103,9.34,Europe-US,Shanghai,Road,3.91,1.84,1
V101,6.84,Europe-US,Singapore,Sea,5.6,3.59,1
V102,5.32,MiddleEast-Asia,Shanghai,Sea,6.85,3.83,1
V104,0.33,US-Asia,New York,Sea,9.64,4.75,1
V106,4.76,Asia-Europe,Mumbai,Sea,9.31,6,1
V102,4.08,MiddleEast-Asia,Singapore,Air,5.7,5.71,1
V105,1.61,MiddleEast-Asia,Dubai,Sea,7.34,0.39,0
V103,6.56,Asia-Europe,Mumbai,Air,9.51,7.51,1
V101,9.71,Europe-US,Mumbai,Sea,0.83,9.49,1
V101,5.62,US-Asia,Shanghai,Road,0.06,3.49,0
V104,7.15,Europe-US,New York,Rail,0.3,1.8,0
V102,0.68,MiddleEast-Asia,Mumbai,Road,5.63,5.4,0
V104,4.18,US-Asia,Berlin,Road,7.63,7.05,1
V103,1.16,Africa-Europe,Berlin,Air,3.67,6.79,0
V104,6.13,MiddleEast-Asia,Mumbai,Sea,5.45,6.12,1
V106,9.38,Europe-US,Shanghai,Rail,5.16,1.46,1
V101,6.62,Europe-US,Shanghai,Rail,0.95,8.37,1
V101,0.77,Europe-US,Dubai,Sea,3.22,4.26,0
V105,3.55,Asia-Europe,Singapore,Air,0.19,2.21,0
V105,5.51,MiddleEast-Asia,Singapore,Air,1.11,0.86,0
V103,4.03,US-Asia,Singapore,Air,8.12,4.17,1
V106,8.34,Europe-US,New York,Rail,8.29,6.18,1
V102,8.15,Europe-US,Shanghai,Air,8.02,6.65,1
V104,6.12,Asia-Europe,Dubai,Air,7.27,9.63,1
V103,3.73,US-Asia,Berlin,Rail,7.93,1.53,1
V105,2.55,MiddleEast-Asia,Singapore,Rail,6.71,9.86,1
V104,1.06,Africa-Europe,Berlin,Road,6.7,6.55,1
V105,3.55,Asia-Europe,Berlin,Rail,6.67,4.54,1
V104,4.13,MiddleEast-Asia,Mumbai,Sea,5.14,8.88,1
V102,6.76,Africa-Europe,New York,Rail,3.63,6.94,1
V103,6.58,Europe-US,Dubai,Rail,7.3,3.49,1
V104,0.7,Europe-US,New York,Air,2.99,8.84,1
V106,3.95,US-Asia,Mumbai,Road,5.43,6.67,1
V101,1.82,Africa-Europe,Dubai,Air,4.33,6.99,1
V106,1.57,Europe-US,Dubai,Road,2.77,8.96,1
V106,8.27,Europe-US,Shanghai,Air,9.75,4.48,1
V101,0.42,US-Asia,New York,Sea,2.59,6.57,0
V106,4.19,MiddleEast-Asia,New York,Air,3.09,7.45,1
V104,1.68,Europe-US,Shanghai,Air,1.62,4.54,0
V104,8.79,Asia-Europe,Berlin,Sea,8.23,0.83,1
V104,5.57,Asia-Europe,Mumbai,Sea,5.87,7.71,1
V101,2.31,MiddleEast-Asia,New York,Rail,6.13,0.48,0
V106,5.02,Africa-Europe,Shanghai,Air,8.21,7.18,1
V101,7.31,US-Asia,Dubai,Sea,3.43,9.11,1
V104,9.58,Asia-Europe,Singapore,Sea,1.94,3.47,1
V106,2.2,Asia-Europe,Shanghai,Rail,1.98,1.02,0
V106,8.86,MiddleEast-Asia,Singapore,Road,7.33,2.33,1
V105,9.34,Africa-Europe,Berlin,Sea,6.14,5.62,1
V105,9.16,Africa-Europe,Mumbai,Sea,2.06,9.43,1
V102,6.35,MiddleEast-Asia,Singapore,Air,1.45,5.12,1
V103,6.3,Asia-Europe,Berlin,Rail,1.21,1.13,0
V105,4.03,US-Asia,Singapore,Air,6.28,6.28,1
V101,7.52,Asia-Europe,Dubai,Road,0,7.33,1
V105,5.31,Africa-Europe,Dubai,Rail,0.18,3.93,0
V102,6.77,Asia-Europe,Dubai,Air,3.9,7.22,1
V106,4.28,US-Asia,Dubai,Sea,6.91,3.25,1
V102,7.31,Europe-US,Shanghai,Sea,6.95,7.89,1
V106,8.24,Asia-Europe,Dubai,Rail,4.3,3.41,1
V106,1.46,MiddleEast-Asia,Dubai,Sea,6.91,2.56,0
V103,8.33,Europe-US,Shanghai,Air,5.21,8.79,1
V105,5.4,MiddleEast-Asia,Dubai,Rail,9.77,5.48,1
V101,8.45,MiddleEast-Asia,Berlin,Sea,1.62,2.85,1
V101,4.31,MiddleEast-Asia,Berlin,Sea,6.01,9.35,1
V104,3.79,Asia-Europe,New York,Road,4.91,6.91,1
V106,9.15,Africa-Europe,Berlin,Road,1.94,2.21,1
V101,2.51,Europe-US,Mumbai,Rail,7.5,6.15,1
V103,8.44,US-Asia,Mumbai,Road,2.76,8.7,1
V106,4.84,Africa-Europe,Mumbai,Air,3.82,6.96,1
V103,5.14,Asia-Europe,Shanghai,Sea,3.75,2.45,0
V101,3.08,MiddleEast-Asia,Berlin,Sea,2.44,6.49,0
V101,5.73,US-Asia,Mumbai,Sea,4.31,6.19,1
V104,3.25,Europe-US,New York,Rail,4.73,8.21,1
V101,0.39,Africa-Europe,Shanghai,Rail,7.44,1.78,0
V106,2.72,Africa-Europe,New York,Road,7.65,7,1
V106,0.06,US-Asia,Berlin,Sea,1.59,0.27,0
V106,9.78,Asia-Europe,Dubai,Sea,5.93,6.96,1
V104,9.66,Europe-US,New York,Sea,8.96,9.6,1
V104,3.95,US-Asia,Dubai,Sea,1.09,1.74,0
V101,7.28,MiddleEast-Asia,Shanghai,Sea,4.73,3.11,1
V102,3.46,Europe-US,New York,Air,7.5,5.83,1
V102,6.71,Africa-Europe,New York,Sea,6.11,7.32,1
V104,8.05,US-Asia,Singapore,Air,1.01,3.44,0
V101,9.47,Africa-Europe,Shanghai,Sea,3.97,6.64,1
V102,4,Africa-Europe,Shanghai,Rail,5.07,8.99,1
V101,7.83,Africa-Europe,Mumbai,Rail,9.96,7.27,1
V101,2.66,Asia-Europe,Berlin,Air,1.79,7.11,0
V101,9.9,Africa-Europe,New York,Sea,9.82,3.82,1
V105,0.26,MiddleEast-Asia,New York,Rail,3.76,9.11,1
V106,6.04,MiddleEast-Asia,Shanghai,Rail,2,2.77,0
V101,6.6,Europe-US,Shanghai,Sea,4.14,2.05,1
V105,6.88,Africa-Europe,Berlin,Sea,6.14,3.64,1
V104,1.2,Africa-Europe,Shanghai,Rail,2.13,6.5,0
V102,9.39,US-Asia,Dubai,Sea,2.91,8.62,1
V106,1.81,Asia-Europe,Dubai,Road,8.55,1.32,0
V102,6.23,Europe-US,Singapore,Sea,9.99,8.14,1
V106,2.23,Africa-Europe,Dubai,Rail,3.18,8.13,1
V102,3.07,US-Asia,Dubai,Rail,1.49,5.87,0
V106,5.46,Asia-Europe,Berlin,Air,7.93,7.61,1
V102,4.17,Europe-US,New York,Road,6,1.82,0
V102,1.6,Europe-US,Dubai,Rail,1,1.7,0
V102,1.71,Africa-Europe,Singapore,Road,9.47,8.63,1
V102,4.18,Europe-US,Shanghai,Sea,0.78,4.98,0
V104,7.57,US-Asia,Dubai,Rail,6.25,2.46,1
V101,8.98,Europe-US,Singapore,Air,4.24,6.89,1
V103,0.84,MiddleEast-Asia,Berlin,Rail,5.57,8.92,1
V105,3.93,US-Asia,Shanghai,Air,2.13,6.32,0
V103,1,Asia-Europe,Singapore,Road,6.88,3.47,0
V103,0.17,Asia-Europe,Dubai,Air,9.6,4.83,1
V106,6.62,Africa-Europe,New York,Sea,4.58,7.52,1
V101,6.02,Africa-Europe,Shanghai,Sea,5.23,0.68,0
V106,1.63,MiddleEast-Asia,Shanghai,Sea,2.4,2.17,0
V101,2.34,Asia-Europe,New York,Rail,8.92,4.63,1
V101,0.24,Asia-Europe,Shanghai,Sea,9.71,6.04,1
V102,8.35,Asia-Europe,Dubai,Sea,7.86,3.39,1
V104,9.75,Asia-Europe,Shanghai,Rail,5.43,2.98,1
V102,1.35,Europe-US,Dubai,Road,9.57,0.41,0
V104,2.31,US-Asia,New York,Sea,1.54,0.33,0
V106,8.68,US-Asia,Mumbai,Sea,4.78,2.79,1
V104,9.26,MiddleEast-Asia,New York,Rail,5.38,5.31,1
V106,4.2,Europe-US,Dubai,Road,4.92,5.56,1
V103,0.51,Asia-Europe,Berlin,Road,8.02,4.94,1
V103,0.39,Asia-Europe,New York,Road,6.7,4.1,0
V104,5.74,Africa-Europe,Berlin,Rail,1.27,2.52,0
V104,3.93,Africa-Europe,Berlin,Air,3.46,4.01,0
V106,0.29,MiddleEast-Asia,Dubai,Air,3.39,1.39,0
V102,5.83,Asia-Europe,Dubai,Sea,5.66,1.15,1
V106,0.11,MiddleEast-Asia,Mumbai,Sea,2.91,3,0
V102,7.87,Europe-US,Singapore,Sea,1.17,9.95,1
V103,3.06,US-Asia,Shanghai,Air,6.54,3.26,1
V101,0.4,Asia-Europe,New York,Rail,8.51,9.36,1
V104,5.88,Europe-US,Dubai,Sea,9.32,3.92,1
V102,3.98,Asia-Europe,New York,Rail,9.73,4.39,1
V106,9.74,Africa-Europe,Singapore,Sea,7.81,7.97,1
V103,5.44,MiddleEast-Asia,Singapore,Rail,1.4,0.94,0
V102,2.75,Africa-Europe,Berlin,Rail,8.53,1.82,1
V106,7.09,US-Asia,Shanghai,Air,4,9.74,1
V104,2.71,Africa-Europe,Mumbai,Rail,7.3,5.06,1
V104,9.04,Asia-Europe,New York,Road,5.31,0.44,1
V105,3.75,Africa-Europe,Shanghai,Air,8.29,0.47,1
V101,5.5,Asia-Europe,Mumbai,Sea,4.26,9.07,1
V105,0.51,US-Asia,New York,Air,0.62,8.73,0
V103,4.26,Africa-Europe,Shanghai,Road,5.57,4.58,1
V102,8.32,MiddleEast-Asia,Dubai,Road,1.71,1.63,0
V103,8.06,MiddleEast-Asia,New York,Rail,9.66,8.3,1
V106,2.24,MiddleEast-Asia,Shanghai,Road,5.27,3.25,0
V104,2.26,Africa-Europe,Singapore,Road,5.54,4.19,0
V105,8.17,Africa-Europe,Mumbai,Road,9.07,6.82,1
V105,9.3,Africa-Europe,Shanghai,Road,6.25,3.53,1
V105,0.95,Asia-Europe,Dubai,Sea,3.03,6.29,0
V103,4.5,US-Asia,New York,Sea,2.96,8.85,1
V104,3.37,MiddleEast-Asia,New York,Air,5.02,7.97,1
V102,8.71,Asia-Europe,New York,Rail,8.67,3.82,1
V106,0.84,MiddleEast-Asia,Dubai,Sea,7.95,2.88,0
V102,2.11,Asia-Europe,Mumbai,Road,9.63,2.86,1
V103,7.52,Africa-Europe,New York,Rail,0.72,3.49,0
V106,0.51,MiddleEast-Asia,Mumbai,Sea,2.68,4.94,0
V105,4.93,Africa-Europe,Shanghai,Air,0.8,4.17,0
V101,4.42,MiddleEast-Asia,Singapore,Road,7.51,1.33,1
V103,3.34,Europe-US,Singapore,Rail,1.41,1.63,0
V103,3.95,Asia-Europe,Mumbai,Sea,1,3.43,0
V104,5.3,Europe-US,Mumbai,Rail,5.62,5.62,1
V102,1.61,Asia-Europe,Singapore,Sea,4.11,5.93,0
V103,5.72,US-Asia,New York,Air,7.15,4.86,1
V103,8.05,MiddleEast-Asia,Berlin,Road,4.87,7.39,1
V105,7.6,US-Asia,Berlin,Air,4.25,7.37,1
V105,1.54,US-Asia,Dubai,Road,4.26,4.28,0
V106,1.49,Asia-Europe,Singapore,Road,8.72,1.24,0
V101,2.68,Europe-US,Singapore,Rail,3.95,5.3,0
V104,3.61,Africa-Europe,Dubai,Sea,3.33,3.81,0
V101,4.08,Asia-Europe,Berlin,Air,3.39,1.38,0
V106,6.8,Africa-Europe,Shanghai,Air,1.97,9.82,1
V105,0.57,US-Asia,New York,Air,8.61,3.7,1
V102,0.35,Africa-Europe,New York,Rail,1.47,6.26,0
V105,3.92,Europe-US,Shanghai,Rail,9.09,4.9,1
V104,6.97,Asia-Europe,Shanghai,Rail,2.83,1.43,0
V105,1.93,Europe-US,Berlin,Road,8.99,0.56,0
V104,6.42,Europe-US,Dubai,Air,7.91,6.26,1
V104,2.6,Asia-Europe,Shanghai,Road,5.82,2.47,0
V104,8.86,Europe-US,Dubai,Air,6.69,2.44,1
V106,8.96,MiddleEast-Asia,Mumbai,Air,3.26,9.57,1
V104,2.97,MiddleEast-Asia,New York,Sea,5.74,4.62,1
V104,2.3,MiddleEast-Asia,Berlin,Air,2.92,0.29,0
V102,4.11,Africa-Europe,New York,Rail,4.02,3.4,0
V101,2.41,Europe-US,Berlin,Rail,7.65,5.84,1
V103,6.72,Asia-Europe,Mumbai,Rail,2.44,3.29,0
V101,8.26,Asia-Europe,New York,Sea,8.39,0.27,1
V104,6.73,Africa-Europe,Mumbai,Sea,3.76,4.44,1
V102,8.24,Asia-Europe,Berlin,Road,5.32,1.06,1
V105,3.97,MiddleEast-Asia,Shanghai,Air,9.42,6.19,1
V102,1.56,Europe-US,New York,Air,6.81,6.2,1
V104,7.38,Asia-Europe,Mumbai,Rail,6.46,0.38,1
V102,3.6,Asia-Europe,Singapore,Rail,7.12,2.91,1
V102,6.71,US-Asia,New York,Rail,9.18,4.14,1
V104,2.71,US-Asia,New York,Rail,2.49,5.5,0
V106,0.81,US-Asia,New York,Rail,6.13,2.96,0
V102,9.93,Europe-US,Dubai,Rail,4,2.88,1
V103,1.56,MiddleEast-Asia,Mumbai,Air,0.12,9.83,0
V103,9.88,MiddleEast-Asia,Mumbai,Sea,1.25,0.42,0
V102,9.77,MiddleEast-Asia,New York,Rail,3.25,9.89,1
V106,7.94,Europe-US,Shanghai,Air,5.65,0.48,1
V105,6.59,Europe-US,New York,Rail,8.81,2.88,1
V104,5.78,US-Asia,Dubai,Road,7.91,4.94,1
V103,8.66,Asia-Europe,Berlin,Road,5.53,1.43,1
V105,2.89,Africa-Europe,Dubai,Air,0.74,1.35,0
V102,4.68,Africa-Europe,Shanghai,Sea,2.86,2.56,0
V105,6.19,Asia-Europe,New York,Road,3.67,9.74,1
V101,4.11,US-Asia,Mumbai,Road,6.22,3.8,1
V103,4.27,Asia-Europe,Singapore,Sea,0.65,5.66,0
V102,3.3,Asia-Europe,New York,Road,5.3,7.04,1
V104,5.64,Africa-Europe,Shanghai,Rail,9.01,7.42,1
V106,8.51,US-Asia,Mumbai,Sea,7.05,6.88,1
V102,2.02,Europe-US,Dubai,Road,7.97,3.37,1
V104,9.34,Africa-Europe,Berlin,Sea,6.82,1.12,1
V106,6.89,Europe-US,Berlin,Rail,2.07,2.82,0
V106,8.23,US-Asia,New York,Road,1.1,2.1,0
V102,5.56,Asia-Europe,Dubai,Air,8.29,1.36,1
V105,7.8,MiddleEast-Asia,Singapore,Road,6.96,0.24,1
V105,0.16,MiddleEast-Asia,Singapore,Road,5.75,9.36,1
V106,8.18,US-Asia,Shanghai,Rail,1.89,9.21,1
V105,0.4,MiddleEast-Asia,Berlin,Air,6.03,0.5,0
V101,8.9,Europe-US,Dubai,Air,0.31,1.73,0
V106,9.92,MiddleEast-Asia,New York,Air,1.19,1.4,1
V106,2.94,US-Asia,Mumbai,Rail,3.12,2.81,0
V104,2.1,US-Asia,New York,Rail,4.44,2.04,0
V105,7.65,Europe-US,New York,Rail,1.21,9.46,1
V106,2.53,MiddleEast-Asia,Dubai,Rail,1.2,0.84,0
V101,8.66,MiddleEast-Asia,Berlin,Rail,7.26,2.12,1
V104,1.03,Asia-Europe,Dubai,Air,5.7,0.81,0
V102,1.26,Africa-Europe,Mumbai,Sea,5.34,9.8,1
V106,9.79,US-Asia,Dubai,Rail,4.52,9.18,1
V101,6.74,Asia-Europe,Shanghai,Sea,9.77,7.17,1
V103,8.47,US-Asia,New York,Road,0.5,4.26,1
V101,3.24,Asia-Europe,Berlin,Road,1.81,1.9,0
V101,6.76,Africa-Europe,Singapore,Rail,6.48,2.21,1
V104,5.94,Asia-Europe,Mumbai,Road,1.36,4.43,0
V102,6.03,US-Asia,Singapore,Sea,5.89,7.68,1
V103,6.83,MiddleEast-Asia,New York,Road,5.68,2.65,1
